Chapters,Verse,Verse_Number,Verse_Meaning
Chapter 2,"""You should not grieve for what is inevitable. You must fight because the soul never dies.""",Verse 2.27,"Krishna to Arjuna: The cycle of birth and death is natural. Since this cannot be avoided, Arjuna should not lament over what is inevitable."
Chapter 2,"""You have the right to perform your duties, but you are not entitled to the fruits of your actions.""",Verse 2.28,"Krishna to Arjuna: Krishna explains that beings are unmanifest before birth, manifest in life, and unmanifest again after death. So, there is no reason for Arjuna to be disturbed by this temporary change."
Chapter 2,"""Perform your duties without attachment, and do not concern yourself with the outcome of your actions.""",Verse 2.29,"Krishna to Arjuna: Some see the soul as amazing, others speak of it as amazing, and some do not understand it at all. The nature of the soul is beyond ordinary comprehension."
Chapter 2,"""A wise person sees with equal vision all living entities, whether they are wise or ignorant, high or low.""",Verse 2.30,"Krishna to Arjuna: Since the soul is eternal and indestructible, Arjuna should not grieve for any living being. Krishna is urging Arjuna to let go of his attachment."
Chapter 2,"""The one who is wise does not lament for those who live or die, because they understand the soul's nature.""",Verse 2.31,"Krishna to Arjuna: As a warrior, Arjuna’s duty (dharma) is to fight. For a Kshatriya, there is no greater honor than to engage in a righteous battle."
Chapter 2,"""O Partha, the wise person remains unaffected by joy or sorrow, as they have realized their true self.""",Verse 2.32,"Krishna to Arjuna: Warriors who attain a battle of righteousness receive the gates of heaven opened for them. If Arjuna refuses to fight, he will lose both honor and his duty."
Chapter 2,"""In this world, two types of people exist: those who are constantly attached to worldly pleasures, and those who seek liberation from all attachments.""",Verse 2.33,"Krishna to Arjuna: If Arjuna refuses to fight, he will be ridiculed as a coward. For a warrior, dishonor is worse than death."
Chapter 2,"""One who is attached to worldly pleasures is constantly enslaved by them, but the one who seeks liberation breaks free from these attachments.""",Verse 2.34,Krishna to Arjuna: Great warriors who once honored Arjuna will now speak of him as weak and afraid. Krishna reminds him that such dishonor will last forever.
Chapter 2,"""Those who are attached to worldly pleasures are bound by desires, while those who are free from desires find liberation.""",Verse 2.35,"Krishna to Arjuna: His enemies will mock him, calling him fearful and unworthy of battle. Such disgrace is unbearable for a warrior like Arjuna."
Chapter 2,"""The path to liberation lies in renouncing all attachments and desires.""",Verse 2.36,"Krishna to Arjuna: Either he will die and attain heaven or he will win and enjoy the kingdom. Thus, he has nothing to lose by fighting. Krishna encourages Arjuna to rise with determination."
Chapter 2,"""A person who is free from all attachment to material possessions, who does not grieve for what they have lost, and who is unaffected by worldly desires, is liberated.""",Verse 2.37,"Krishna to Arjuna: Krishna advises Arjuna to remain unattached to victory or defeat. By fighting for the sake of duty alone, without attachment to results, he will attain spiritual progress."
Chapter 2,"""When you free yourself from desire and attachment, you will attain peace and freedom from sorrow.""",Verse 2.38,"Krishna to Arjuna: Engaging in battle without concern for loss or gain, pleasure or pain, leads one beyond sin. This is the essence of performing duty selflessly."
Chapter 2,"""By controlling the mind, and remaining detached from material possessions, you will remain free from the cycle of birth and death.""",Verse 2.39,"Krishna to Arjuna: Krishna now introduces Sankhya Yoga—the path of knowledge. He explains that through wisdom, one can free oneself from the bondage of karma and suffering."
Chapter 2,"""A person who is established in knowledge does not grieve, for they see beyond the material world.""",Verse 2.40,"Krishna to Arjuna: In this path of spiritual wisdom, no effort goes to waste, and even a little progress saves one from great fear. Krishna assures Arjuna that sincere effort is never lost."
Chapter 2,"""In this world, there is no greater happiness than the happiness of a person who has realized their true self.""",Verse 2.41,"Krishna to Arjuna: Those who are firmly fixed in spiritual intelligence have a singular, resolute focus on liberation. However, those who lack this determination are distracted by endless desires and remain trapped in material existence, unable to progress spiritually."
Chapter 2,"""Those who are not in knowledge of the self and who have not attained true realization are constantly troubled by doubts and desires.""",Verse 2.42,"Krishna to Arjuna: Some people, who are overly attached to the Vedas and rituals, speak flowery words that promise enjoyment in heavenly realms. They become attached to material gains and fail to understand the deeper purpose of life, which is self-realization."
Chapter 2,"""A person who is established in knowledge does not harbor doubts or desires, and they have no fear or anxiety.""",Verse 2.43,"Krishna to Arjuna: These individuals, engrossed in desires, see heaven as the ultimate goal. They focus only on actions that yield good results and become addicted to pleasure and power, unable to develop true wisdom or detachment."
Chapter 2,"""One who has attained knowledge of the self sees the divine in all living beings, and thus they are free from all animosity.""",Verse 2.44,Krishna to Arjuna: Those whose minds are captivated by material pleasure and power cannot develop steady concentration towards the Supreme. Their attachment blinds them from seeking liberation beyond temporary gains.
Chapter 2,"""The wise person is free from desires, they see the truth and act in harmony with the divine.""",Verse 2.45,"Krishna to Arjuna: The Vedas describe three modes of material nature—goodness, passion, and ignorance. Krishna advises Arjuna to rise above these, becoming free from material dualities, remaining steady in self-awareness, and focusing only on liberation."
Chapter 2,"""Through knowledge of the self, one can overcome the dualities of the material world, such as pleasure and pain, and attain peace.""",Verse 2.46,"Krishna to Arjuna: For a self-realized person, the knowledge of the Vedas regarding material benefits is as insignificant as a small pond when an entire ocean is available. Krishna encourages Arjuna to transcend the limited goals of material rituals."
